"investors"	"companies"	"time"
42727	20952	"2012-11"
42727	1787	"2007-11"
42727	2691	"2012-06"
42727	3494	"2009-11"
42727	75	"2011-09"
42727	12832	"2007-11"
42727	12832	"2007-01"
42727	16185	"2010-10"
42727	4517	"2006-09"
42727	6304	"2009-01"
42727	6086	"2014-06"
42727	6086	"2013-02"
42727	11607	"2012-02"
42727	5593	"2009-08"
42727	658	"2013-08"
42727	1958	"2010-09"
42727	6129	"2014-02"
42727	11617	"2013-06"
42727	22670	"2013-12"
42727	21772	"2011-12"
42727	12582	"2009-02"
42727	3230	"2005-07"
42727	12357	"2012-06"
42727	5722	"2014-03"
42727	15061	"2012-01"
42727	28613	"2011-12"
42727	28613	"2014-01"
42727	11628	"2014-02"
42727	9772	"2012-10"
42727	2300	"2013-02"
42727	15827	"2011-10"
42727	15827	"2013-01"
42727	1484	"2014-09"
42727	7012	"2010-10"
42727	2665	"2013-04"
42727	2665	"2012-06"
42727	2665	"2014-04"
42727	8284	"2007-01"
42727	2666	"2014-03"
42727	20215	"2010-07"
42727	14804	"2014-02"
42727	7772	"2011-12"
42727	7020	"2009-01"
42727	5922	"2007-12"
42727	7774	"2011-03"
42727	7774	"2009-03"
42727	21845	"2013-06"
42727	11735	"2013-12"
42727	7224	"2014-03"
42727	16869	"2014-10"
42727	3421	"2014-09"
42727	3421	"2013-01"
42728	9937	"2014-02"
42729	18023	"2007-06"
42729	1906	"2008-04"
42729	20178	"2012-01"
42730	19511	"2005-10"
42731	12554	"2010-04"
42732	11744	"2012-01"
42733	1514	"2010-10"
42734	9612	"2006-06"
42734	28614	"2010-12"
42734	28615	"2012-09"
42734	26377	"2010-06"
42734	4391	"2000-04"
42735	25005	"2005-06"
42735	28616	"2009-08"
42735	27227	"2007-05"
42735	20178	"2012-04"
42735	1548	"2009-05"
42735	1548	"2007-09"
42736	7302	"2005-05"
42737	28617	"2012-03"
42737	4530	"2011-01"
42737	1355	"2012-05"
42737	3066	"2013-09"
42737	3225	"2014-07"
42737	3225	"2013-01"
42737	4894	"2013-08"
42737	11806	"2013-02"
42737	11805	"2013-01"
42737	11805	"2013-06"
42737	17262	"2011-07"
42737	1551	"2014-06"
42738	16783	"2013-09"
42738	28618	"2014-05"
42738	20502	"2013-06"
42738	28619	"2013-04"
42738	14773	"2013-01"
42738	15301	"2014-06"
42738	28620	"2013-07"
42738	28621	"2014-01"
42738	12149	"2014-07"
42738	15304	"2013-10"
42738	23210	"2014-10"
42738	26767	"2013-01"
42739	28622	"2013-07"
42740	28623	"2005-06"
42740	28624	"2011-09"
42740	28625	"2014-05"
42740	20140	"2009-12"
42740	28626	"2014-10"
42741	17009	"2009-04"
42742	20071	"2010-11"
42743	21897	"2012-12"
42744	13564	"2008-02"
42744	13564	"2008-04"
42744	7369	"2011-08"
42744	18788	"2013-02"
42744	28627	"2012-08"
42744	16394	"2012-06"
42744	28628	"2007-03"
42744	7375	"2010-04"
42745	28629	"2012-11"
42746	7507	"2010-06"
42746	15196	"2009-10"
42746	18791	"2009-02"
42746	5409	"2014-08"
42747	13113	"2009-11"
42748	16596	"2010-05"
42749	658	"2011-03"
42749	12777	"2007-09"
42750	8082	"2013-12"
42750	11133	"2012-06"
42750	13704	"2013-02"
42750	610	"2014-02"
42750	21764	"2013-01"
42750	26693	"2012-10"
42750	8140	"2014-02"
42750	8143	"2013-11"
42750	3397	"2013-09"
42750	19927	"2014-07"
42751	2961	"2006-01"
42751	2962	"2009-08"
42751	2963	"2010-03"
42751	1809	"2005-08"
42752	28630	"2013-08"
42753	11810	"2009-08"
42753	28631	"2009-03"
42754	12617	"2012-04"
42755	12617	"2012-04"
42756	28632	"2011-11"
42756	8777	"2005-10"
42756	10114	"2008-07"
42756	10114	"2010-04"
42756	6824	"2008-01"
42756	28633	"2009-11"
42756	8343	"2006-05"
42756	6534	"2013-12"
42756	10790	"2005-01"
42756	8813	"2005-11"
42756	8813	"2007-02"
42756	10333	"2005-03"
42757	14800	"2013-04"
42757	5432	"2014-09"
42758	28634	"2013-04"
42758	13597	"2008-09"
42758	23915	"2010-01"
42758	23915	"2012-03"
42758	28635	"2010-01"
42758	13420	"2008-02"
42758	13420	"2008-11"
42758	13420	"2009-12"
42758	13420	"2012-11"
42758	13420	"2013-05"
42758	13420	"2011-10"
42758	16487	"2012-09"
42758	2141	"2008-12"
42758	2141	"2007-12"
42758	2141	"2006-08"
42758	28636	"2010-06"
42758	28637	"2014-06"
42758	11298	"2007-04"
42758	16672	"2009-02"
42759	1171	"2008-07"
42759	1171	"2009-10"
42760	26395	"2011-03"
42761	28638	"2010-07"
42762	28639	"2010-09"
42763	17227	"2013-06"
42764	26678	"2013-06"
42765	4024	"2014-08"
42766	28640	"2011-04"
42766	20989	"2011-03"
42767	18481	"2007-01"
42767	14924	"2007-08"
42767	20705	"2007-11"
42768	3510	"2008-02"
42769	2282	"2012-10"
42769	18677	"2013-01"
42769	18677	"2012-01"
42769	423	"2013-02"
42769	28641	"2013-01"
42769	3637	"2012-03"
42769	28642	"2007-04"
42769	6474	"2012-11"
42769	14320	"2014-03"
42769	1827	"2013-07"
42769	28643	"2013-02"
42769	6126	"2012-06"
42769	6126	"2014-04"
42769	5423	"2014-07"
42769	28644	"2012-12"
42769	935	"2014-04"
42769	17962	"2013-05"
42769	835	"2011-11"
42769	7825	"2013-02"
42770	9608	"2010-02"
42771	28645	"2005-07"
42771	2335	"2012-09"
42772	279	"2010-10"
42773	28646	"2013-03"
42774	15148	"2013-05"
42774	15148	"2012-05"
42774	26721	"2014-01"
42775	15148	"2013-02"
42775	26721	"2014-01"
42776	14363	"2012-06"
42776	14363	"2011-12"
42776	14363	"2009-12"
42776	14363	"2006-06"
42776	14363	"2008-08"
42777	24813	"2013-08"
42778	28647	"2012-09"
42779	28257	"2005-05"
42779	28648	"2012-09"
42779	12270	"2005-10"
42779	9540	"2010-01"
42779	8919	"2006-11"
42779	15177	"2010-01"
42779	15177	"2008-03"
42779	14677	"2013-07"
42779	6067	"2013-12"
42779	6067	"2012-10"
42779	5754	"2011-06"
42779	3626	"2012-06"
42779	9306	"2010-07"
42779	13544	"2007-12"
42779	13544	"2006-01"
42779	244	"2005-08"
42779	244	"2007-07"
42779	433	"2013-01"
42779	433	"2014-01"
42779	2577	"2013-10"
42779	2577	"2011-08"
42779	2577	"2012-06"
42779	17917	"2011-12"
42779	17071	"2006-07"
42779	17094	"2007-04"
42779	10225	"2007-07"
42779	10225	"2007-07"
42779	5269	"2003-03"
42779	5269	"2005-08"
42779	5269	"2007-11"
42779	20653	"2008-01"
42779	20653	"2009-11"
42779	23769	"2014-05"
42779	17140	"1999-05"
42779	17140	"1997-01"
42779	14902	"2007-11"
42779	14903	"2002-03"
42779	14903	"2000-06"
42779	24180	"2008-10"
42779	24180	"2007-04"
42779	24187	"2006-02"
42779	20668	"2008-12"
42779	20668	"2009-12"
42779	14685	"2012-08"
42779	4732	"2008-09"
42779	4732	"2005-01"
42779	4732	"2006-12"
42779	20707	"2013-11"
42779	28649	"2002-09"
42779	4657	"2000-12"
42779	16035	"2012-07"
42779	4770	"2014-08"
42779	28650	"2007-06"
42779	28650	"2007-06"
42779	637	"2012-05"
42779	28651	"2013-02"
42779	9363	"2004-04"
42779	28652	"2002-03"
42779	15522	"2002-06"
42779	19578	"2011-06"
42779	19578	"2012-03"
42779	22236	"2008-10"
42779	18173	"2011-11"
42779	18173	"2011-11"
42780	5815	"2014-05"
42780	6100	"2014-04"
42780	20072	"2014-10"
42781	12215	"2010-03"
42782	3577	"2012-11"
42783	4206	"2010-03"
42784	28653	"2010-11"
42785	18238	"2012-01"
42786	2943	"2011-01"
42787	7577	"2011-01"
42788	11639	"2013-11"
42788	9465	"2014-03"
42789	9897	"2013-11"
42790	19062	"2014-07"
42791	15022	"2000-02"
42791	15022	"2001-03"
42791	8270	"2010-01"
42792	11211	"2007-08"
42792	15474	"2005-02"
42792	1184	"1999-12"
42793	4476	"2014-02"
42793	3194	"2010-04"
42794	28654	"2014-01"
42795	6556	"2001-12"
42795	19112	"2002-05"
42795	19112	"2003-07"
42796	6890	"2008-08"
42796	10359	"2008-03"
42797	28655	"2009-12"
42798	28656	"2013-09"
42799	9543	"2006-03"
42799	13161	"2006-10"
42799	13159	"2008-12"
42799	15857	"2014-08"
42799	7793	"2014-05"
42799	7793	"2012-06"
42799	25413	"2007-03"
42799	15271	"2009-04"
42800	22831	"2014-01"
42801	19451	"2013-06"
42801	19451	"2011-08"
42801	7370	"2006-12"
42801	18239	"2010-09"
42801	9791	"2011-07"
42801	28657	"2008-06"
42801	8870	"2006-03"
42801	18112	"2007-01"
42801	13958	"2010-10"
42801	28658	"2013-12"
42801	15831	"2013-07"
42801	2243	"2008-01"
42801	10394	"2011-04"
42801	10394	"2008-08"
42801	3230	"2005-07"
42801	28659	"2012-01"
42801	737	"2012-07"
42801	27300	"2013-01"
42801	10644	"2013-05"
42801	10644	"2011-07"
42801	753	"2010-09"
42801	23077	"2013-05"
42801	3192	"2006-07"
42801	28660	"2013-03"
42802	14936	"2014-09"
42803	6515	"2014-09"
42804	28661	"2011-07"
42805	7340	"2008-02"
42806	6535	"2012-01"
42806	4366	"2012-03"
42806	19396	"2013-03"
42806	19396	"2014-09"
42806	10378	"2010-11"
42806	10378	"2012-05"
42806	2303	"2012-02"
42806	3766	"2008-07"
42806	3766	"2009-04"
42806	3766	"2012-07"
42806	3766	"2010-07"
42806	3766	"2011-08"
42806	8432	"2014-06"
42806	8432	"2012-12"
42806	8432	"2011-09"
42806	8432	"2010-10"
42807	447	"2014-01"
42807	22159	"2012-08"
42807	22159	"2013-04"
42807	553	"2013-08"
42807	15427	"2013-01"
42807	10371	"2013-07"
42807	10371	"2013-02"
42807	27982	"2014-01"
42807	28662	"2014-05"
42807	19555	"2013-08"
42808	1077	"2011-08"
42808	1077	"2012-12"
42808	20909	"2014-01"
42808	28663	"2014-07"
42808	2103	"2014-04"
42809	9639	"2013-09"
42809	9639	"2012-09"
42810	28664	"2014-03"
42810	28665	"2013-12"
42811	19926	"2014-02"
42812	27850	"2006-08"
42812	27850	"2008-05"
42812	27850	"2012-05"
42812	9544	"2008-01"
42812	9544	"2010-07"
42812	9544	"2007-05"
42812	9544	"2011-11"
42812	9544	"2012-05"
42812	9544	"2010-02"
42813	15397	"2006-01"
42813	15397	"2005-03"
42813	4009	"2005-07"
42813	9695	"2003-10"
42813	9695	"2005-11"
42813	9695	"2006-10"
42813	18381	"2007-04"
42813	8068	"2006-09"
42813	13672	"2010-11"
42813	13672	"2009-04"
42813	13672	"2007-12"
42813	13672	"2012-05"
42813	13672	"2007-09"
42813	1206	"2005-02"
42814	1535	"2013-10"
42815	1421	"2013-11"
42816	7000	"2013-09"
42816	2649	"2013-08"
42816	23744	"2014-07"
42816	2652	"2012-04"
42817	22198	"2014-02"
42818	7440	"2011-04"
42819	27936	"2013-12"
42819	8370	"2013-07"
42820	2948	"2010-09"
42821	11301	"2010-07"
42822	27482	"2014-06"
42823	28666	"2014-01"
42824	28667	"2012-09"
42824	28668	"2013-05"
42824	14624	"2014-05"
42824	21348	"2014-06"
42824	3892	"2014-09"
42824	587	"2014-05"
42824	19342	"2014-03"
42824	2290	"2013-10"
42824	6754	"2014-07"
42824	28669	"2013-05"
42824	28669	"2012-11"
42824	13949	"2014-01"
42824	16723	"2013-09"
42824	14896	"2014-06"
42824	3729	"2013-01"
42824	28670	"2013-10"
42824	13138	"2012-09"
42824	874	"2014-09"
42824	11863	"2014-08"
42825	28671	"2005-01"
42826	13342	"2009-10"
42827	22557	"2014-08"
42827	25049	"2013-07"
42827	25049	"2014-09"
42828	23793	"2014-05"
42829	14875	"2013-08"
42830	16414	"2005-04"
42831	18779	"2013-08"
42832	1564	"2013-05"
42833	15747	"2014-06"
42833	26322	"2014-01"
42834	28672	"2013-08"
42835	24016	"2006-12"
42835	21785	"2006-11"
42835	21786	"2013-03"
42835	22994	"2008-02"
42835	11571	"2009-11"
42835	3967	"2011-06"
42835	3967	"2013-03"
42835	8990	"2010-01"
42835	8990	"2011-10"
42835	28673	"2013-05"
42835	27053	"2011-12"
42835	15148	"2011-08"
42835	15148	"2013-05"
42835	15148	"2012-05"
42835	9637	"2014-04"
42835	3969	"2014-05"
42835	5761	"2012-05"
42836	21111	"2009-12"
42837	9030	"2009-04"
42837	21072	"2011-10"
42838	25124	"2014-01"
42839	28674	"2009-12"
42839	28675	"2009-10"
42839	24123	"2014-01"
42840	28676	"2012-07"
42841	9450	"2014-09"
42842	28677	"2013-08"
42843	22850	"2007-10"
42843	14130	"2007-11"
42844	10081	"2005-10"
42844	11675	"2010-06"
42844	14130	"2012-02"
42845	14393	"2006-09"
42845	3781	"2009-01"
42845	2725	"2006-07"
42845	9075	"2010-06"
42845	9262	"2008-05"
42845	28678	"2005-10"
42845	11620	"2007-07"
42846	302	"2013-11"
42847	2435	"2013-06"
42847	2281	"2013-09"
42847	2125	"2014-05"
42847	6566	"2013-08"
42847	21759	"2013-08"
42847	15757	"2014-03"
42847	13915	"2013-07"
42847	4061	"2011-02"
42847	2795	"2014-01"
42847	8153	"2014-09"
42848	15848	"2007-11"
42849	23366	"2010-03"
42850	6313	"2008-08"
42851	4135	"2005-01"
42851	6167	"2005-08"
42852	22724	"2013-03"
42853	4209	"2014-04"
42853	4215	"2013-07"
42853	11299	"2008-08"
42854	9489	"2008-01"
42854	22994	"2008-02"
42854	8990	"2011-10"
42855	28679	"2013-03"
42855	2705	"2014-05"
42856	21363	"2006-09"
42857	725	"2013-01"
42858	17317	"2014-08"
42858	12145	"2014-08"
42859	10371	"2013-07"
42860	17906	"2011-03"
42861	15557	"2010-11"
42861	15557	"2006-07"
42861	15557	"2009-06"
42861	12387	"2008-09"
42861	6156	"2013-12"
42861	6156	"2012-09"
42861	2864	"2011-09"
42861	2864	"2007-12"
42861	2864	"2009-11"
42861	13114	"2007-08"
42861	11669	"2005-06"
42861	11669	"2009-08"
42861	11669	"2007-08"
42861	3325	"2011-09"
42861	240	"2012-12"
42861	240	"2004-07"
42861	20871	"2006-07"
42861	4717	"2007-01"
42861	10650	"2006-08"
42861	2878	"2005-06"
42861	2878	"2006-07"
42861	6961	"2006-07"
42861	1163	"2011-05"
42861	28680	"2007-09"
42861	5305	"2006-06"
42862	28680	"2007-09"
42863	23510	"2014-05"
42864	10636	"2013-01"
42864	9914	"2014-08"
42864	21836	"2014-05"
42864	1462	"2014-01"
42864	5945	"2014-05"
42864	13749	"2014-02"
42865	9917	"2013-12"
42866	28681	"2010-08"
42867	28682	"2011-12"
42868	18460	"2012-11"
42869	18284	"2011-09"
42869	2889	"2007-02"
42869	2889	"2009-04"
42870	28683	"2013-10"
42871	16048	"2013-07"
42872	5095	"2010-06"
42873	11858	"2014-06"
42873	5612	"2014-07"
42873	11580	"2014-05"
42874	28684	"2010-08"
42874	28685	"2010-08"
42874	28686	"2011-02"
42875	28687	"2013-07"
42876	28688	"2014-01"
42877	28689	"2014-05"
42878	15227	"2005-03"
42878	17529	"2005-11"
42878	11158	"2006-06"
42878	2627	"2005-07"
42878	2627	"2008-04"
42878	2630	"2006-11"
42878	2630	"2005-08"
42878	2630	"2009-10"
42878	2630	"2007-12"
42878	19837	"2007-04"
42878	20872	"2006-06"
42878	20872	"2007-06"
42878	20872	"2009-11"
42878	20872	"2008-03"
42878	20872	"2012-02"
42878	1293	"2007-09"
42878	1293	"2005-10"
42878	14381	"2006-10"
42878	3994	"2006-01"
42878	9079	"2006-06"
42878	9079	"2011-08"
42878	9079	"2009-09"
42878	4732	"2009-06"
42878	4732	"2008-09"
42878	4732	"2005-01"
42878	4732	"2006-12"
42878	16490	"2006-07"
42878	14587	"2007-08"
42878	14587	"2005-06"
42878	14587	"2008-04"
42878	15704	"2005-05"
42878	15704	"2008-05"
42878	2057	"2003-02"
42878	2057	"2005-06"
42878	18669	"2007-01"
42878	18669	"2004-12"
42878	6996	"2007-05"
42878	6996	"2005-03"
42878	6996	"2006-05"
42878	6996	"2009-10"
42878	3442	"2005-09"
42878	4837	"2012-05"
42878	4837	"2010-02"
42878	14386	"2009-05"
42879	13176	"2014-06"
42880	28690	"2011-05"
42880	16880	"2005-10"
42880	15873	"2012-04"
42880	2073	"2008-01"
42880	16812	"2010-06"
42880	16812	"2012-05"
42880	28691	"2008-02"
42880	2079	"2006-01"
42880	9305	"2013-04"
42880	9305	"2011-10"
42880	2117	"2014-03"
42880	28692	"2008-04"
42880	4207	"2010-05"
42880	4207	"2009-05"
42880	1946	"2003-11"
42880	9483	"2011-03"
42880	9483	"2009-05"
42880	9483	"2006-08"
42880	9483	"2007-09"
42880	9483	"2010-01"
42880	28693	"2011-11"
42880	12353	"2008-06"
42880	11628	"2014-02"
42880	2707	"2006-10"
42880	2830	"2011-04"
42880	2830	"2012-07"
42880	2830	"2008-08"
42880	5148	"2007-09"
42880	5148	"2007-04"
42880	5148	"2012-07"
42880	14906	"2008-09"
42880	3758	"2011-05"
42880	28694	"2009-01"
42880	10709	"2014-09"
42880	16764	"2012-08"
42881	10363	"2013-06"
42881	6312	"2010-10"
42882	8935	"2014-05"
42883	12160	"2013-06"
42884	4664	"2002-09"
42885	11935	"2006-08"
42885	6756	"2005-09"
42885	4803	"2007-10"
42885	3477	"2006-02"
42886	3795	"2013-09"
42886	3796	"2012-06"
42886	21098	"2014-04"
42886	5425	"2011-11"
42886	8689	"2013-06"
42887	12768	"2012-11"
42887	10384	"2007-09"
42887	1632	"2011-08"
42887	2264	"2010-07"
42887	2264	"2012-03"
42887	2736	"2011-07"
42887	20306	"2009-01"
42887	4272	"2011-12"
42887	15888	"2004-10"
42887	15888	"2005-07"
42887	15888	"2007-01"
42887	22738	"2009-02"
42887	7492	"2005-09"
42887	4203	"2007-02"
42887	26396	"2013-12"
42887	5311	"2011-06"
42887	5311	"2008-02"
42887	2825	"2006-05"
42887	2825	"2007-02"
42887	2561	"2010-04"
42887	11815	"2005-07"
42887	11815	"2006-07"
42887	11815	"2012-04"
42887	3456	"2006-06"
42887	7222	"2007-08"
42887	7222	"2014-02"
42887	7222	"2009-03"
42887	2797	"2013-01"
42887	2797	"2014-03"
42888	5445	"2005-05"
42888	5446	"2005-07"
42889	14156	"2006-04"
42889	10080	"2008-04"
42889	22732	"2005-07"
42889	202	"2006-04"
42889	12325	"2006-01"
42889	28695	"2010-03"
42889	27765	"2013-09"
42889	2888	"2007-11"
42889	2413	"2013-03"
42889	2413	"2011-08"
42889	2413	"2010-05"
42889	4624	"2005-05"
42889	10269	"2006-12"
42889	7400	"2013-04"
42889	3192	"2008-05"
42890	5445	"2005-05"
42890	5446	"2005-07"
42891	131	"2013-12"
42891	15757	"2014-03"
42892	3516	"2013-08"
42893	10925	"2011-04"
42894	10925	"2011-04"
42895	658	"2013-01"
42895	2924	"2014-01"
42895	3241	"2013-04"
42896	28696	"2012-09"
42897	9081	"2006-03"
42898	28697	"2014-08"
42899	6469	"2012-09"
42900	5369	"2014-01"
42901	8825	"2014-08"
42901	5369	"2014-09"
42902	28698	"2014-08"
42903	946	"2012-06"
42903	9465	"2014-03"
42904	28699	"2011-02"
42905	28700	"2013-01"
42906	10146	"2013-12"
42906	28701	"2012-02"
42907	1814	"2013-07"
42907	3474	"2013-09"
42908	28702	"2009-06"
42909	17232	"2005-05"
42909	28703	"2008-07"
42909	5973	"2005-03"
42909	17792	"2010-01"
42909	5188	"2006-03"
42909	28704	"2010-08"
42909	18067	"2010-06"
42909	28705	"2008-06"
42909	17794	"2009-05"
42909	19802	"2007-09"
42909	19802	"2005-12"
42909	16889	"2010-04"
42909	16889	"2013-02"
42909	28706	"2010-09"
42909	4371	"2007-09"
42909	3261	"2011-02"
42909	3261	"2008-10"
42909	11819	"2006-04"
42909	5173	"2012-01"
42909	5173	"2006-01"
42909	7877	"2012-01"
42909	18537	"2014-01"
42909	4014	"2014-04"
42909	4014	"2012-03"
42909	5174	"2010-03"
42909	12967	"2014-04"
42909	28707	"2014-09"
42909	28708	"2010-07"
42909	989	"2006-02"
42909	989	"2010-06"
42909	9825	"2012-07"
42909	28709	"2007-01"
42909	4192	"2007-07"
42909	4192	"2009-03"
42909	10894	"2012-03"
42909	10894	"2013-10"
42909	24723	"2014-03"
42909	17051	"2005-11"
42909	21413	"2010-06"
42909	12841	"2011-02"
42909	12841	"2008-09"
42909	28710	"2012-12"
42909	25184	"2014-05"
42909	10196	"2010-07"
42909	5192	"2006-12"
42909	19400	"2014-09"
42909	4801	"2013-05"
42909	4801	"2010-09"
42909	9042	"2014-10"
42909	10853	"2005-08"
42910	28711	"1999-01"
42910	28712	"2002-01"
42911	28713	"2008-10"
42912	11262	"2014-03"
42913	28714	"2007-11"
42914	7801	"2005-02"
42914	7801	"2006-10"
42914	7801	"2008-09"
42914	7801	"2012-02"
42914	28715	"2009-12"
42914	28716	"2005-01"
42914	28717	"2008-06"
42914	18213	"2008-04"
42914	18727	"2011-01"
42914	12002	"2010-11"
42914	12002	"2009-01"
42915	14079	"2007-03"
42916	150	"2014-03"
42917	8670	"2014-07"
42918	25381	"2013-04"
42919	10209	"2011-12"
42919	28718	"2012-11"
42919	11164	"2012-11"
42919	374	"2013-04"
42919	28719	"2007-01"
42919	28719	"2008-05"
42919	28720	"2011-10"
42919	28721	"2012-09"
42919	12307	"2013-08"
42919	27558	"2010-12"
42919	28722	"2010-08"
42919	6067	"2013-12"
42919	6067	"2012-10"
42919	28723	"2012-09"
42919	13882	"2010-03"
42919	13882	"2008-12"
42919	11186	"2011-05"
42919	28724	"2009-06"
42919	13885	"2010-03"
42919	13259	"2010-05"
42919	131	"2013-12"
42919	131	"2014-05"
42919	24009	"2010-04"
42919	11023	"2012-02"
42919	3927	"2011-12"
42919	3927	"2010-12"
42919	28725	"2014-09"
42919	8105	"2014-04"
42919	3933	"2014-07"
42919	3933	"2013-09"
42919	1641	"2014-08"
42919	571	"2013-03"
42919	578	"2014-07"
42919	8106	"2012-06"
42919	11138	"2013-05"
42919	3660	"2013-08"
42919	8765	"2011-06"
42919	15427	"2013-01"
42919	3894	"2013-09"
42919	3894	"2014-01"
42919	969	"2013-11"
42919	6087	"2013-09"
42919	24694	"2011-10"
42919	13900	"2010-04"
42919	8593	"2014-07"
42919	677	"2013-05"
42919	17297	"2011-06"
42919	17297	"2010-12"
42919	20955	"2009-10"
42919	16723	"2013-09"
42919	28569	"2011-09"
42919	3499	"2008-06"
42919	3499	"2007-01"
42919	3499	"2009-08"
42919	10745	"2014-07"
42919	17261	"2012-12"
42919	3714	"2011-12"
42919	3714	"2013-05"
42919	6775	"2010-06"
42919	23607	"2008-01"
42919	23607	"2008-12"
42919	13110	"2013-01"
42919	775	"2013-08"
42919	5372	"2009-10"
42919	11231	"2010-05"
42919	2307	"2010-10"
42919	11863	"2013-09"
42919	11863	"2014-08"
42919	3778	"2012-12"
42919	3778	"2014-03"
42919	890	"2013-10"
42920	20213	"2008-03"
42920	13897	"2008-05"
42921	28726	"2014-08"
42922	28727	"2014-09"
42922	28728	"2014-09"
42922	28729	"2014-02"
42922	9508	"2014-04"
42922	20681	"2014-09"
42922	8021	"2013-08"
42923	18062	"2012-04"
42923	1232	"2005-10"
42923	4823	"2007-03"
42923	8195	"2009-07"
42923	4721	"2009-10"
42923	19648	"2013-10"
42923	2210	"2007-01"
42923	3503	"2014-03"
42923	8837	"2006-07"
42923	3314	"2014-07"
42924	28730	"2014-03"
42925	2961	"2006-01"
42925	28731	"2005-04"
42925	12925	"2005-11"
42926	12925	"2006-03"
42927	21420	"2011-10"
42927	10051	"2012-04"
42927	28732	"2012-03"
42927	19693	"2012-09"
42927	19693	"2012-11"
42927	28733	"2012-09"
42927	28733	"2012-11"
42927	28734	"2013-09"
42927	28734	"2013-09"
42927	21742	"2012-06"
42927	21742	"2013-09"
42927	10778	"2012-09"
42927	10778	"2013-03"
42927	28735	"2012-06"
42927	28735	"2012-09"
42927	28735	"2013-06"
42927	28735	"2013-03"
42927	28735	"2014-02"
42927	28736	"2012-09"
42927	28736	"2012-11"
42927	28736	"2013-09"
42927	28736	"2014-02"
42927	9571	"2014-02"
42927	9572	"2013-12"
42927	9572	"2014-05"
42927	17498	"2014-05"
42928	10051	"2010-07"
42929	240	"2004-07"
42929	11045	"2006-02"
42930	2835	"2010-09"
42931	13446	"2013-03"
42932	9744	"2010-09"
42932	27680	"2013-10"
42932	27680	"2011-10"
42932	13248	"2011-09"
42932	13248	"2014-06"
42932	28737	"2013-11"
42933	21278	"2012-07"
42933	21278	"2009-11"
42933	21278	"2012-04"
42933	21279	"2012-10"
42933	21279	"2013-08"
42933	8683	"2008-08"
42933	23732	"2010-06"
42933	23732	"2007-09"
42933	28738	"2013-02"
42933	28739	"2007-04"
42933	1776	"2007-08"
42933	1776	"2008-10"
42933	5693	"2013-06"
42933	3379	"2012-07"
42933	3379	"2013-05"
42933	3379	"2012-07"
42933	1304	"2012-10"
42933	23647	"2012-07"
42933	23647	"2010-12"
42933	23647	"2012-02"
42933	23647	"2009-05"
42933	28740	"2013-09"
42933	2698	"2013-09"
42933	21290	"2013-04"
42933	1020	"2014-07"
42933	1020	"2013-04"
42933	3716	"2013-10"
42933	3393	"2014-09"
42933	3187	"2011-07"
42933	3187	"2007-12"
42933	3187	"2007-05"
42933	3187	"2009-04"
42933	10012	"2012-04"
42933	10012	"2014-01"
42933	10012	"2009-12"
42933	1650	"2011-03"
42933	1650	"2013-02"
42933	20975	"2011-01"
42933	10014	"2014-06"
42933	10014	"2012-02"
42933	10014	"2010-07"
42934	22518	"2013-11"
42934	2321	"2009-08"
42934	2321	"2013-01"
42934	28162	"2006-09"
42935	19982	"2010-11"
42936	28741	"2014-01"
42937	28742	"2012-01"
42937	28743	"2014-01"
42937	28744	"2014-01"
42937	28745	"2012-08"
42937	28746	"2012-08"
42937	28747	"2010-08"
42937	28748	"2012-08"
42937	28749	"2011-08"
42937	28750	"2011-08"
42937	28751	"2011-08"
42937	28752	"2005-08"
42937	28753	"2006-08"
42937	28754	"2006-08"
42937	28755	"2006-08"
42937	28756	"2006-08"
42937	28757	"2008-08"
42937	348	"2012-05"
42937	14460	"2012-02"
42937	6147	"2012-10"
42937	26675	"2009-08"
42937	28758	"2012-03"
42937	28759	"2012-03"
42937	28760	"2010-08"
42937	28761	"2006-03"
42937	28762	"2007-03"
42937	28763	"2008-08"
42937	28764	"2005-08"
42937	10730	"2012-10"
42937	28765	"2012-08"
42937	28766	"2005-08"
42937	28767	"2006-08"
42937	28768	"2012-08"
42937	28769	"2011-03"
42937	28770	"2011-03"
42937	28771	"2013-06"
42937	28772	"2011-08"
42937	28773	"2008-01"
42937	28774	"2013-03"
42937	355	"2010-06"
42937	357	"2012-05"
42937	14884	"2013-06"
42937	28775	"2011-03"
42937	28776	"2010-08"
42937	25541	"2011-03"
42937	28777	"2011-03"
42937	26676	"2011-05"
42937	23622	"2011-08"
42937	28778	"2011-08"
42937	362	"2012-10"
42937	11758	"2013-03"
42937	11759	"2013-03"
42937	28779	"2011-06"
42937	28780	"2011-08"
42937	28781	"2012-03"
42937	28782	"2008-03"
42937	28782	"2009-01"
42937	28783	"2009-01"
42937	1729	"2011-01"
42937	28784	"2008-06"
42937	3618	"2011-10"
42937	14885	"2013-03"
42937	26679	"2012-09"
42937	28785	"2011-01"
42937	28786	"2012-01"
42937	28787	"2006-03"
42937	28788	"2009-01"
42937	28789	"2010-02"
42937	28790	"2009-08"
42937	28791	"2013-03"
42937	28792	"2012-03"
42937	28793	"2012-03"
42937	28794	"2009-03"
42937	28795	"2013-06"
42937	5791	"2011-03"
42937	28796	"2011-08"
42937	28797	"2011-02"
42937	28798	"2010-08"
42937	28799	"2011-09"
42937	28800	"2013-03"
42937	28801	"2013-03"
42937	28802	"2011-03"
